chapter_number,set_letter,chapter_title,question_number,question_malay,question_english,option_a_malay,option_a_english,option_b_malay,option_b_english,option_c_malay,option_c_english,option_d_malay,option_d_english,correct_answer,explanation
5,A,Bab 5: Termokimia (Thermochemistry) - Kuiz Set A,7,Apakah tujuan utama menggunakan cawan polistirena dalam eksperimen untuk menentukan tindak balas eksotermik dan endotermik?,What is the primary purpose of using a polystyrene cup in experiments to determine exothermic and endothermic reactions?,Polistirena bertindak balas secara kimia dengan bahan untuk meningkatkan kepekaan eksperimen.,Polystyrene reacts chemically with the material to enhance the sensitivity of the experiment.,Polistirena adalah penebat haba yang baik untuk mengurangkan kehilangan haba ke persekitaran luar.,Polystyrene is a good thermal insulator to reduce heat loss to the surrounding environment.,Untuk membolehkan pemanasan langsung menggunakan penunu Bunsen dilakukan dengan selamat.,"To allow direct heating using a Bunsen burner, it is done safely.",Polistirena dapat mempercepatkan kadar resapan zarah pepejal di dalam larutan akues.,Polystyrene can accelerate the rate of dissolution of solid particles in an aqueous solution.,B,"Untuk mengukur perubahan suhu persekitaran secara tepat, pemindahan haba antara campuran tindak balas dengan persekitaran luar bekas mesti diminimumkan. Cawan polistirena bertindak sebagai insulator yang mengehadkan kehilangan atau penyerapan haba luar.
*To accurately measure surrounding temperature changes, heat transfer between the reaction mixture and the outer surroundings must be minimised. Polystyrene cups act as insulators that limit external heat loss or gain."
5,A,Bab 5: Termokimia (Thermochemistry) - Kuiz Set A,8,Definisi secara operasi bagi tindak balas eksotermik dalam suatu eksperimen ialah...,The operational definition of an exothermic reaction in an experiment is...,Bacaan suhu pada termometer meningkat apabila bahan kimia dicampurkan.,The temperature reading on the thermometer increases when the chemical is added.,Gas karbon dioksida terbebas dan mengeruhkan air kapur.,Carbon dioxide gas is released and reacts with lime water.,Pepejal putih melarut sepenuhnya menghasilkan larutan tanpa warna.,The white solid dissolves completely to produce a colorless solution.,Tenaga kimia dalam bahan diukur menggunakan kalorimeter bom.,The chemical energy in the substance is measured using a bomb calorimeter.,A,"Definisi secara operasi (operational definition) menerangkan apa yang dilakukan dan apa yang diperhatikan secara langsung. Dalam kes eksotermik, pemerhatian langsungnya ialah kenaikan bacaan suhu pada termometer.
*An operational definition describes what is done and what is directly observed. In the case of an exothermic reaction, the direct observation is the increase in the thermometer's temperature reading."
5,A,Bab 5: Termokimia (Thermochemistry) - Kuiz Set A,9,Mengapakah proses membakar roti atau kek dikelaskan sebagai tindak balas endotermik?,Why is the process of baking bread or cake classified as an endothermic reaction?,Kerana yis membebaskan gas karbon dioksida yang meningkatkan kelembapan udara sekeliling.,"Because it releases carbon dioxide, which increases the surrounding air humidity.",Kerana adunan menyerap tenaga haba daripada ketuhar untuk memasak dan mengembang.,Because the dough absorbs heat from the pot to cook and rise.,Kerana tindak balas penguraian tepung membebaskan haba yang banyak ke dinding oven.,Because the decomposition of flour releases a lot of heat to the oven walls.,Kerana suhu adunan meningkat dengan sendiri tanpa bantuan luar selepas yis aktif.,Because the mixture's temperature increases on its own without external assistance after the yeast becomes active.,B,"Semasa membakar kek atau roti, adunan mesti terus-menerus menyerap tenaga haba daripada persekitaran (ketuhar) untuk membolehkan tindak balas kimia memasak bahan-bahannya berlaku.
*During baking, the batter must continuously absorb heat energy from the surroundings (the oven) to enable the chemical baking reactions of its ingredients to occur."
5,A,Bab 5: Termokimia (Thermochemistry) - Kuiz Set A,10,"Antara fenomena semula jadi berikut, yang manakah melibatkan tindak balas eksotermik?",Which of the following natural phenomena involves an exothermic reaction?,Proses fotosintesis dalam daun hijau semasa waktu siang.,The process of photosynthesis in green leaves during the daytime.,Penguraian batu kapur di gua akibat tindakan air hujan berasid.,The decomposition of limestone in caves due to the action of acidic rainwater.,Proses respirasi sel yang membebaskan tenaga haba untuk memanaskan badan.,The cellular respiration process that releases energy as heat to warm the body.,Pembentukan embun pada daun pada waktu pagi yang sejuk.,The formation of dew on leaves in the early cool morning.,C,"Respirasi sel ialah tindak balas pembakaran glukosa secara biokimia di dalam sel badan yang membebaskan tenaga haba dan ATP (eksotermik), manakala fotosintesis pula menyerap tenaga cahaya matahari (endotermik).
*Cellular respiration is the biochemical oxidation of glucose inside body cells that releases heat energy and ATP (exothermic), whereas photosynthesis absorbs solar light energy (endothermic)."
5,A,Bab 5: Termokimia (Thermochemistry) - Kuiz Set A,11,"Pek panas segera digunakan untuk melegakan kekejangan otot. Antara bahan kimia berikut, yang manakah lazim digunakan dalam penghasilan produk ini?",Instant hot packs are used to relieve muscle cramps. Which of the following chemicals is commonly used in designing this product?,Ammonium nitrat (NH4NO3) kering.,Ammonium nitrate (NH4NO3) powder.,Natrium hidrogen karbonat (NaHCO3).,Sodium hydrogen carbonate (NaHCO3).,Kalsium klorida kontang (CaCl2).,Calcium chloride (CaCl2).,Ammonium klorida (NH4Cl).,Ammonium chloride (NH4Cl).,C,"Kalsium klorida kontang (anhydrous calcium chloride) atau magnesium sulfat kontang melarut dalam air secara eksotermik yang sangat kuat, membebaskan haba yang mencukupi untuk melegakan kekejangan otot dengan meningkatkan aliran darah.
*Anhydrous calcium chloride or anhydrous magnesium sulfate dissolves in water in a highly exothermic manner, releasing sufficient heat to relieve muscle cramps by increasing blood circulation."
5,A,Bab 5: Termokimia (Thermochemistry) - Kuiz Set A,12,Bagaimanakah pek sejuk segera membantu mengurangkan bengkak pada luka dari segi fisiologi?,How does an instant cold pack function physiologically to reduce wound swelling?,Haba dibebaskan untuk mencairkan gumpalan darah di kapilari darah.,Heat is released to melt blood clots in capillaries.,"Haba diserap daripada tisu badan, menyebabkan lumen kapilari darah mengecut untuk mengurangkan keradangan.","Heat is absorbed from the body tissues, causing the diameter of the blood capillaries to constrict to reduce inflammation.",Bahan kimia meresap masuk merentasi kulit untuk membunuh bakteria di kawasan luka.,Chemicals penetrate the skin to kill bacteria in the wound area.,Ia menaikkan suhu sel badan untuk mempercepatkan proses mitosis sel kulit baru.,It raises the body cell temperature to speed up the process of mitosis of new skin cells.,B,"Pek sejuk segera menyerap haba secara endotermik daripada tisu badan yang bengkak/cedera. Kesan sejuk ini mengecutkan lumen kapilari darah (*vasoconstriction*), mengurangkan pengaliran darah ke kawasan tersebut, sekali gus meredakan bengkak, keradangan, dan pendarahan.
*Instant cold packs absorb heat endothermically from swollen/injured body tissues. This cold effect constricts blood capillary lumens (vasoconstriction), reducing blood flow to the area, thereby mitigating swelling, inflammation, and bleeding."
5,A,Bab 5: Termokimia (Thermochemistry) - Kuiz Set A,13,"Seorang murid mereka bentuk pek sejuk menggunakan dua beg plastik, iaitu beg kecil berisi air dan beg besar berisi garam ammonium nitrat. Apakah tindakan mekanikal yang diperlukan untuk mengaktifkan pek tersebut?","A student designs a DIY cold pack using two plastic bags (one small containing water, one large containing ammonium nitrate salt). What mechanical action is required to activate this pack?",Memanaskan beg plastik luar menggunakan lilin sehingga garam melebur.,Melt the plastic bag outer layer using a candle until the salt melts.,Menekan beg plastik luar dengan kuat untuk memecahkan beg plastik dalam bagi mencampurkan bahan.,Press the outer layer of the plastic bag firmly to break the inner bag and mix the ingredients.,Menggoncang beg plastik sehingga garam mengalir keluar secara resapan gas.,Shake the plastic bag until the salt flows out due to gas permeation.,Mencucuk beg plastik luar menggunakan jarum untuk membiarkan udara luar masuk.,Puncture the outer layer of the plastic bag with a needle to allow external air to enter.,B,"Untuk mengaktifkan pek DIY, beg plastik dalam yang nipis yang berisi air perlu dipecahkan dengan cara ditekan/diramas. Ini membolehkan air bercampur dan melarutkan amonium nitrat (tindak balas endotermik) dengan selamat tanpa kebocoran luar.
*To activate the DIY pack, the thin inner plastic bag containing water must be ruptured by pressing/squeezing it. This allows water to mix with and dissolve the ammonium nitrate (endothermic reaction) safely without leaking externally."
5,A,Bab 5: Termokimia (Thermochemistry) - Kuiz Set A,14,Tindak balas termit digunakan untuk mengimpal landasan kereta api yang retak. Apakah logam yang terhasil dalam keadaan lebur akibat tindak balas eksotermik yang sangat hebat ini?,The thermite reaction is used to weld broken railway tracks. What metal is produced in a molten state due to this extreme exothermic reaction?,Aluminium,Aluminium,Kuprum,Copper,Ferum,Besi,Magnesium,Magnesium,C,"Tindak balas termit melibatkan tindak balas antara ferum(III) oksida dengan serbuk aluminium:
$$	ext{Ferum(III) oksida} + 	ext{Aluminium}
ightarrow 	ext{Aluminium oksida} + 	ext{Ferum (Besi) + Haba}$$
Haba ekstrem yang dibebaskan mencairkan besi (ferum) yang terhasil, membolehkannya mengalir dan mengisi rekahan landasan kereta api.
*The thermite reaction involves reacting iron(III) oxide with aluminium powder to produce iron and aluminium oxide. The extreme heat released melts the produced iron (ferum), allowing it to flow and fill track fractures."
5,A,Bab 5: Termokimia (Thermochemistry) - Kuiz Set A,15,"Antara pasangan bahan tindak balas berikut, yang manakah menunjukkan penurunan suhu paling ketara apabila dicampurkan dalam cawan polistirena?","Among the following reactants, which pair will show the most significant temperature drop on a thermometer when mixed in a polystyrene cup?",Asid hidroklorik cair + larutan natrium hidroksida.,Dilute hydrochloric acid + sodium hydroxide solution.,Serbuk natrium hidrogen karbonat + asid hidroklorik cair.,Sodium hydrogen carbonate powder + dilute hydrochloric acid.,Habuk zink + larutan kuprum(II) sulfat.,Zinc granules + copper(II) sulfate solution.,Pepejal natrium hidroksida + air suling.,Solid sodium hydroxide + distilled water.,B,"Tindak balas asid hidroklorik dengan natrium hidrogen karbonat (natrium bikarbonat) adalah endotermik. Ia menyerap haba dari persekitaran dan menyebabkan penurunan suhu yang ketara pada termometer, manakah pilihan A, C, dan D adalah eksotermik.
*The reaction between hydrochloric acid and sodium hydrogen carbonate is endothermic, absorbing heat from surroundings and causing a notable temperature drop. Options A, C, and D are exothermic."
5,A,Bab 5: Termokimia (Thermochemistry) - Kuiz Set A,16,"Dari sudut termokimia, mengapakah pemanasan global berkait rapat dengan penebangan hutan?",Why is global warming closely linked to deforestation from a thermochemical point of view?,Kemusnahan pokok mengurangkan tindak balas eksotermik respirasi sel yang menyejukkan atmosfera.,Decay of vegetation reduces the exothermic cellular respiration response that cools the atmosphere.,Fotosintesis ialah tindak balas endotermik yang menyerap haba solar; kurang pokok bermakna kurang haba solar dan gas CO2 diserap dari atmosfera.,Photosynthesis is an endothermic process that absorbs solar heat; fewer trees mean less solar heat and CO2 being absorbed from the atmosphere.,Kemusnahan pokok meningkatkan kadar penyejatan air tanah secara eksotermik yang memanaskan awan.,Decay of vegetation increases the exothermic rate of soil cooling which warms the clouds.,Pokok mati mengalami reputan secara endotermik yang membebaskan sulfur dioksida ke udara.,Dead trees undergo endothermic decomposition releasing sulfur dioxide into the air.,B,"Fotosintesis tumbuhan adalah proses endotermik yang menyerap tenaga haba cahaya matahari serta gas rumah hijau utama, karbon dioksida ($CO_2$). Kemusnahan hutan mengurangkan kebolehan bumi menyerap haba dan gas $CO_2$ ini, menyebabkan peningkatan suhu atmosfera global.
*Plant photosynthesis is an endothermic process that absorbs solar heat energy and carbon dioxide ($CO_2$), a key greenhouse gas. Deforestation reduces Earth's capacity to absorb heat and $CO_2$, intensifying global temperatures."
5,A,Bab 5: Termokimia (Thermochemistry) - Kuiz Set A,17,"Dalam suatu eksperimen termokimia, suhu awal air ialah 28 °C. Selepas ammonium klorida dilarutkan, suhu akhir menjadi tetap pada 21 °C. Berapakah perubahan suhu (Δθ) bagi eksperimen ini?","While conducting a thermochemistry experiment, a student found that the initial temperature of water was 28 °C. After dissolving ammonium chloride, the final temperature was stable at 21 °C. What is the temperature change (Δθ) for this experiment?",$+7	ext{ }^\circ	ext{C}$,$+7\text{ }^\circ\text{C}$,$-7	ext{ }^\circ	ext{C}$,$-7\text{ }^\circ\text{C}$,$+49	ext{ }^\circ	ext{C}$,$+49\text{ }^\circ\text{C}$,$-49	ext{ }^\circ	ext{C}$,$-49\text{ }^\circ\text{C}$,B,"Perubahan suhu dikira sebagai:
$$\Delta	heta = 	ext{Suhu Akhir} - 	ext{Suhu Awal} = 21	ext{ }^\circ	ext{C} - 28	ext{ }^\circ	ext{C} = -7	ext{ }^\circ	ext{C}$$
Tanda negatif ($-$) menunjukkan berlakunya penurunan suhu (penyerapan haba/endotermik).
*Temperature change is calculated as Final Temperature minus Initial Temperature, yielding -7 °C. The negative sign represents a drop in temperature, signifying an endothermic reaction."
5,A,Bab 5: Termokimia (Thermochemistry) - Kuiz Set A,18,"Antara pernyataan berikut, yang manakah menerangkan keseimbangan terma yang dicapai pada akhir tindak balas eksotermik?","Which of the following statements describes the ""thermal equilibrium"" achieved at the end of an exothermic reaction?",Suhu campuran tindak balas terus meningkat tanpa had secara eksponen.,The mixed reaction temperature continues to increase exponentially without limit.,Suhu campuran menurun sehingga ia sama dengan suhu persekitaran luar.,The mixed temperature decreases until it is equal to the external ambient temperature.,Semua tenaga kimia ditukarkan kepada tenaga mekanikal secara berterusan.,All chemical energy is continuously converted to mechanical energy.,Suhu sifar mutlak ($0	ext{ K}$) dicapai di dalam cawan polistirena.,Absolute zero temperature ($0	ext{ K}$) is achieved within the polystyrene cup.,B,"Apabila tindak balas eksotermik selesai, pembebasan haba berhenti. Campuran yang panas akan memindahkan baki tenaga habanya secara beransur-ansur ke persekitaran luar sehingga ia mencapai suhu yang sama dengan suhu bilik sekeliling (keseimbangan terma).
*When an exothermic reaction finishes, heat release stops. The hot mixture gradually transfers its remaining heat energy to the external surroundings until it matches the room temperature (thermal equilibrium)."
5,A,Bab 5: Termokimia (Thermochemistry) - Kuiz Set A,19,Nyatakan gas berasid yang dibebaskan daripada pembakaran bahan api fosil di stesen jana kuasa dan larut dalam air hujan lalu menghasilkan hujan asid.,State the acidic gas released from burning fossil fuels in power stations that dissolves in rainwater to produce acid rain.,Karbon monoksida,Carbon monoxide,Nitrogen gas,Nitrogen gas,Sulfur dioksida,Sulfur dioxide,Oksigen gas,Oxygen gas,C,"Pembakaran bahan api fosil (seperti arang batu) membebaskan gas sulfur dioksida ($SO_2$) yang berasid. Gas ini melarut dalam air hujan untuk membentuk asid sulfurik cair (hujan asid) yang merosakkan tisu tumbuhan dan menyuburkan keasidan tanah secara merosakkan.
*Burning fossil fuels (such as coal) releases acidic sulfur dioxide ($SO_2$) gas. This gas dissolves in rainwater to form dilute sulfuric acid (acid rain), destroying plant tissues and harmfully altering soil acidity."
5,A,Bab 5: Termokimia (Thermochemistry) - Kuiz Set A,20,Tindak balas antara asid kuat dengan alkali kuat dikenali sebagai tindak balas peneutralan. Apakah jenis tindak balas ini dan apakah molekul utama yang terbentuk?,The reaction between a strong acid and a strong alkali is known as a neutralisation reaction. What is the type of this reaction and the primary molecule formed?,Endotermik; Molekul gas oksigen ($O_2$).,Endothermic; Molecule of oxygen ($O_2$).,Endotermik; Garam natrium bikarbonat.,Endothermic; Sodium bicarbonate.,Eksotermik; Molekul air ($H_2O$).,Exothermic; Molecule of water ($H_2O$).,Eksotermik; Gas hidrogen ($H_2$).,Exothermic; Hydrogen gas ($H_2$).,C,"Peneutralan ($H^+ + OH^-
ightarrow H_2O$) adalah tindak balas eksotermik yang sentiasa membebaskan tenaga haba ke persekitaran semasa molekul air neutral terbentuk daripada gabungan ion asid dan alkali.
*Neutralisation ($H^+ + OH^-
ightarrow H_2O$) is an exothermic reaction that always releases heat energy to surroundings as neutral water molecules form from acidic and alkaline ions."
5,A,Bab 5: Termokimia (Thermochemistry) - Kuiz Set A,21,Mengapakah pembakaran lilin dikelaskan sebagai tindak balas eksotermik?,Why is a burning candle classified as an exothermic reaction?,Kerana lilin pepejal menyerap tenaga haba dari bilik untuk melebur menjadi cecair.,Because the solid candle absorbs heat energy from the room to melt into a liquid.,Kerana pembakaran sumbu lilin membebaskan tenaga cahaya dan haba ke persekitaran.,Because the burning of the candle wick releases light and heat energy into the surroundings.,Kerana lilin menghasilkan oksigen yang menyejukkan udara sekitar sumbu.,Because the candle produces oxygen that cools the air around the wick.,Kerana suhu lilin menurun di bawah takat beku lilin lebur semasa menyala.,Because the candle's temperature drops below the melting point of the candle as it burns.,B,"Pembakaran lilin (combustion of hydrocarbons) ialah tindak balas pengoksidaan yang membebaskan tenaga tenaga haba dan cahaya (eksotermik) ke persekitaran sekelilingnya secara aktif. Kenaikan suhu dikesan di sekitar api lilin.
*Candle burning (combustion of hydrocarbons) is an oxidation reaction that actively releases heat and light energy (exothermic) to the surrounding surroundings, resulting in a temperature rise around the flame."
5,A,Bab 5: Termokimia (Thermochemistry) - Kuiz Set A,22,"Antara berikut, yang manakah merupakan definisi secara operasi bagi penyerapan haba dalam eksperimen sains?",Which of the following is the operational definition of heat absorption in a science experiment?,Pembentukan gelembung gas di dalam bikar semasa tindak balas.,Formation of gas bubbles within the liquid during the reaction.,Penurunan bacaan suhu pada termometer di dalam larutan.,Temperature reading on the thermometer decreases in the solution.,Warna larutan litmus ungu bertukar menjadi biru gelap.,The color of the litmus solution turns deep blue.,Berat bikar didapati bertambah selepas bahan dilarutkan.,The mass of the liquid is found to increase after the substance is dissolved.,B,"Definisi secara operasi bagi penyerapan haba (endotermik) ditunjukkan secara fizikal melalui kejatuhan/penurunan bacaan suhu pada termometer di dalam larutan tindak balas.
*The operational definition of heat absorption (endothermic) is physically shown through the drop/decrease in the temperature reading on the thermometer inside the reaction solution."
5,A,Bab 5: Termokimia (Thermochemistry) - Kuiz Set A,23,"Pada waktu malam tanpa cahaya matahari, apakah proses utama yang dijalankan oleh tumbuhan hijau yang melibatkan perubahan tenaga haba?","Under night conditions without sunlight, what is the primary process carried out by green plants involving heat energy changes?",Fotosintesis (Endotermik) yang menyerap haba dari persekitaran.,Photosynthesis (Endothermic) that absorbs heat from the environment.,Transpirasi (Eksotermik) yang menghasilkan titisan embun pelembaban.,Transpiration (Exothermic) that produces dew-like moisture evaporation.,Respirasi Sel (Eksotermik) yang membebaskan haba ke persekitaran.,Cell Respiration (Exothermic) that releases heat into the environment.,Osmosis flasid sel pengawal yang menyerap haba dari tanah.,Osmosis in the guard cell that absorbs heat from the soil.,C,"Pada waktu malam, tumbuhan tidak menjalankan fotosintesis (endotermik) kerana tiada cahaya matahari. Namun, tumbuhan terus-menerus menjalankan respirasi sel (eksotermik) sepanjang masa untuk membebaskan tenaga kehidupan dan haba.
*At night, plants do not carry out photosynthesis (endothermic) due to the absence of sunlight. However, plants continuously perform cellular respiration (exothermic) all the time to release vital energy and heat."
5,A,Bab 5: Termokimia (Thermochemistry) - Kuiz Set A,24,"Penguraian kalsium karbonat (CaCO₃) apabila dipanaskan dengan kuat di dalam makmal, seperti ditunjukkan dalam Rajah 1, menghasilkan kalsium oksida (CaO) dan karbon dioksida (CO₂). Tindak balas ini dikelaskan sebagai...",The decomposition of calcium carbonate ($CaCO_3$) when heated strongly in the laboratory (as shown in Figure 1) produces calcium oxide ($CaO$) and carbon dioxide ($CO_2$). This reaction is classified as...,Eksotermik kerana ia membebaskan gas karbon dioksida.,Exothermic because it releases carbon dioxide gas.,Endotermik kerana ia memerlukan bekalan tenaga haba berterusan dari penunu Bunsen untuk terurai.,Endothermic because it requires a continuous supply of heat from the Bunsen burner to decompose.,Peneutralan asid-bes antara garam karbonat dengan air kapur.,Neutralization reaction between carbonate salt and lime water.,Tindak balas pembakaran bergas yang menurunkan tekanan udara tabung uji.,Gas combustion reaction that lowers the test tube air pressure.,B,"Penguraian terma (thermal decomposition) bagi kalsium karbonat adalah tindak balas endotermik kerana bahan tindak balas mesti menyerap tenaga haba dari luar secara aktif untuk memutuskan ikatan kimia di dalamnya.
*The thermal decomposition of calcium carbonate is an endothermic reaction because the reactant must actively absorb heat energy from an external source to break its chemical bonds."
5,A,Bab 5: Termokimia (Thermochemistry) - Kuiz Set A,25,Apakah istilah bagi tindak balas kimia yang tidak membebaskan atau menyerap sebarang tenaga haba bersih daripada persekitarannya?,What is the term for a chemical reaction that does not release or absorb any net heat energy with its surroundings?,Tindak balas Isoterma,Isothermal Response,Tindak balas Endotermik,Endothermic Response,Tindak balas Eksotermik,Exothermic Response,Tindak balas Terma Seimbang,Thermally Balanced Response,A,"Tindak balas kimia atau fizikal yang berlaku tanpa sebarang perubahan bersih dalam tenaga haba atau suhu sistem dikenali sebagai proses atau tindak balas isoterma (isothermal).
*A chemical or physical reaction that occurs without any net change in heat energy or system temperature is known as an isothermal process or reaction."
5,B,Bab 5: Termokimia (Thermochemistry) - Kuiz Set B,1,Apakah perbezaan utama antara sistem dengan persekitaran dalam eksperimen termokimia?,"What is the main difference between the ""system"" and the ""surroundings"" in a thermochemical experiment?",Sistem menyerap tenaga manakala persekitaran sentiasa membebaskan tenaga.,The system absorbs energy while the surroundings continuously release energy.,"Sistem terdiri daripada bahan tindak balas yang sedang mengalami perubahan kimia, manakala persekitaran adalah ruang dan bahan di luar campuran tindak balas tersebut.","The system consists of reactants undergoing chemical change, while the surroundings are the space and materials outside the reaction mixture.",Sistem berada di luar bekas manakala persekitaran berada di dalam bekas tindak balas.,The system is outside the reaction vessel while the surroundings are inside the reaction vessel.,Sistem hanya mengandungi air manakala persekitaran mengandungi termometer dan bikar sahaja.,The system contains only water while the surroundings contain a thermometer and bubbles only.,B,"Dalam sains termokimia, sistem merujuk kepada bahan tindak balas di dalam bekas di mana tindak balas kimia berlaku, manakala semua benda di luar sistem tersebut (termometer, air, bikar, udara) diisytiharkan sebagai persekitaran.
*In thermochemistry, the system refers to the reactants inside the container where the chemical reaction takes place, while everything outside that system (thermometer, water, beaker, air) is declared as the surroundings."
5,B,Bab 5: Termokimia (Thermochemistry) - Kuiz Set B,2,Rajah profil tenaga bagi suatu tindak balas menunjukkan bahawa tenaga hasil tindak balas lebih rendah daripada tenaga bahan tindak balas. Apakah jenis tindak balas tersebut?,An energy profile diagram of a reaction shows that the energy of the products is lower than the energy of the reactants. What type of reaction is this?,Tindak balas endotermik kerana haba diserap daripada persekitaran.,Endothermic reaction due to heat absorption from the surroundings.,Tindak balas eksotermik kerana haba dibebaskan ke persekitaran.,Exothermic reaction due to heat release to the surroundings.,Tindak balas fotokimia kerana ia memerlukan tenaga cahaya.,Photochemical reaction as it requires light energy.,Tindak balas peneutralan fizikal sahaja.,Physical neutralization reaction.,B,"Apabila tenaga kimia produk adalah lebih rendah daripada bahan tindak balas, ini bermakna lebihan tenaga kimia tersebut telah dibebaskan ke persekitaran dalam bentuk tenaga haba. Tindak balas ini dikenali sebagai eksotermik.
*When the chemical energy of the products is lower than that of the reactants, it means the excess chemical energy has been released to the surroundings as heat energy. This reaction is known as exothermic."
5,B,Bab 5: Termokimia (Thermochemistry) - Kuiz Set B,3,"Dalam tindak balas endotermik, mengapakah tenaga hasil tindak balas lebih tinggi daripada tenaga bahan tindak balas?","In an endothermic reaction, why is the energy of the products higher than the energy of the reactants?",Kerana tenaga haba diserap dari persekitaran untuk ditukar kepada tenaga kimia di dalam produk.,Because heat energy is absorbed from the surroundings to be converted into chemical energy within the reactants.,Kerana tindak balas memusnahkan semua atom bahan tindak balas.,Because the reaction breaks all atoms of the reactant.,Kerana suhu persekitaran meningkat dengan mendadak semasa tindak balas.,Because the surrounding temperature rises suddenly during the reaction.,Kerana pemutusan ikatan kimia membebaskan lebih banyak tenaga haba daripada pembentukan ikatan.,Because the breaking of chemical bonds releases more heat energy than the formation of bonds.,A,"Tindak balas endotermik menyerap haba dari persekitaran. Tenaga haba yang diserap ini disimpan sebagai tenaga kimia di dalam ikatan produk, menyebabkan produk mempunyai kandungan tenaga yang lebih tinggi daripada bahan tindak balas asal.
*Endothermic reactions absorb heat from the surroundings. This absorbed heat energy is stored as chemical energy in the bonds of the products, causing the products to have a higher energy content than the original reactants."
5,B,Bab 5: Termokimia (Thermochemistry) - Kuiz Set B,4,"Apabila garam ammonium nitrat (NH₄NO₃) dilarutkan dalam air, suhu menurun. Antara berikut, yang manakah benar tentang proses pelarutan ini?","When ammonium nitrate salt ($NH_4NO_3$) is dissolved in water, the temperature decreases. Which of the following is true about this dissolution?",Ia adalah proses eksotermik kerana ia membebaskan tenaga haba.,It is an exothermic process because it releases heat energy.,Ia adalah proses endotermik kerana ia menyerap tenaga haba dari persekitaran (air).,It is an endothermic process because it absorbs heat energy from the surroundings (water).,Ia tidak melibatkan sebarang perubahan tenaga.,It does not involve any energy change.,Ia menghasilkan gas karbon dioksida yang menyejukkan air.,It produces carbon dioxide gas that cools the water.,B,"Kelebapan atau penurunan suhu pada bekas eksperimen membuktikan bahawa proses pelarutan garam ammonium nitrat menyerap haba daripada molekul air di sekelilingnya (persekitaran). Ini merupakan proses endotermik.
*A decrease in temperature on the experimental vessel proves that the dissolution of ammonium nitrate salt absorbs heat from the surrounding water molecules. This is an endothermic process."
5,B,Bab 5: Termokimia (Thermochemistry) - Kuiz Set B,5,"Tindak balas antara asid sitrik dengan natrium hidrogen karbonat menyebabkan suhu campuran menurun. Antara berikut, yang manakah merupakan definisi secara operasi bagi tindak balas endotermik ini?",The reaction between citric acid and sodium hydrogen carbonate causes a decrease in the temperature of the mixture. Which of the following is the operational definition of this endothermic reaction?,Tindak balas yang membebaskan gas yang memadamkan kayu uji menyala.,The reaction that releases a extinguishing test wood burning gas.,Penurunan bacaan suhu pada termometer apabila kedua-dua bahan itu bertindak balas.,The decrease in thermometer readings when the two substances react.,Pembentukan larutan berwarna kuning pekat di dalam cawan polistirena.,Formation of a deep yellow colored solution in a polystyrene beaker.,Kenaikan mendadak dalam nilai pH campuran tindak balas.,Sudden increase in the pH value of the reaction mixture.,B,"Takrifan secara operasi (operational definition) merujuk kepada apa yang diperhatikan dan diukur secara fizikal. Di sini, kesan fizikal tindak balas endotermik dikaji melalui penurunan bacaan suhu pada termometer.
*An operational definition refers to what is physically observed and measured. Here, the physical effect of the endothermic reaction is studied through the decrease in the temperature reading on the thermometer."
5,B,Bab 5: Termokimia (Thermochemistry) - Kuiz Set B,6,"Antara tindak balas berikut, yang manakah merupakan contoh tindak balas eksotermik?",Which of the following reactions is an example of an exothermic reaction?,Pereputan terma kalsium karbonat ($CaCO_3$).,Thermal decomposition of calcium carbonate (CaCO₃).,Tindak balas peneutralan asid hidroklorik dan natrium hidroksida.,Neutralization reaction between hydrochloric acid and sodium hydroxide.,Fotosintesis oleh tumbuhan hijau pada waktu siang.,Photosynthesis by green plants during the day.,Tindak balas antara asid etanoik dan natrium bikarbonat.,Reaction between ethanoic acid and sodium bicarbonate.,B,"Tindak balas peneutralan antara asid kuat dan alkali kuat sentiasa membebaskan haba ke persekitaran (suhu air meningkat), yang merupakan ciri universal bagi tindak balas eksotermik.
*Neutralisation reactions between a strong acid and a strong alkali always release heat to the surroundings (water temperature rises), which is a universal characteristic of exothermic reactions."
5,B,Bab 5: Termokimia (Thermochemistry) - Kuiz Set B,7,Pita magnesium dimasukkan ke dalam tabung uji yang mengandungi asid hidroklorik cair. Tabung uji terasa panas apabila disentuh. Mengapa?,A magnesium strip is placed in a test tube containing dilute hydrochloric acid. The test tube feels hot when touched. Why?,Logam magnesium menyerap haba dari tangan secara konduksi aktif.,Magnesium metal actively absorbs heat from the hand by conduction.,Tindak balas antara logam aktif dan asid adalah eksotermik dan membebaskan haba ke persekitaran.,The reaction between active metal and acid is exothermic and releases heat into the surroundings.,Asid hidroklorik bertindak sebagai penebat yang memerangkap haba badan.,Hydrochloric acid acts as a catalyst that captures body heat.,Berlaku proses penyerapan gas oksigen dari udara sekitar yang meningkatkan suhu tiub.,There is a process of oxygen gas absorption from the surrounding air which increases the tube's temperature.,B,"Tindak balas antara logam aktif (seperti magnesium) dan asid cair menghasilkan gas hidrogen dan membebaskan tenaga haba yang besar ke persekitaran, menyebabkan dinding tabung uji menjadi panas (eksotermik).
*The reaction between active metals (like magnesium) and dilute acids produces hydrogen gas and releases significant heat energy to the surroundings, making the walls of the test tube feel hot (exothermic)."
